Transaction ID,Type,Date,Period,Document Number,Status,Posting,Entity,Account Number,Account Name,Memo,Item,Item Description,Quantity,Unit of Measure,Unit Price,Currency,Exchange Rate to USD,Amount (Foreign),Tax Amount (Foreign),Net Amount (Foreign),Amount (USD),Subsidiary,Location,Department,Class,Terms,Payment Method,Created From
TXN-0000418,Invoice,2024-02-29,Feb 2024,INV-770293,Partially Paid,Yes,Stark Inc,4100,Services Revenue,Inventory receipt,SKU-ENSO-TEAM,Enso Team License,6.51,Each,731.29,USD,1.0,3387.18,321.78,3708.96,3387.18,Enso UK,EU-Central,Operations,Internal,Net 15,,
TXN-0000419,Journal Entry,2024-02-29,Feb 2024,JOU-314504,Posted,Yes,Fastly,3000,Equity,Training session,,,,,,USD,1.0,29173.95,0.0,29173.95,29173.95,Enso EU,US-West,Finance,Enterprise,,,
TXN-0000420,Bill,2024-02-25,Feb 2024,BIL-455591,Paid In Full,Yes,Accenture,5000,COGS,Monthly charge,SKU-SUP-PREM,Premium Support,2.92,Month,794.72,USD,1.0,3851.53,337.01,4188.54,3851.53,Enso US,US-West,Sales,Internal,Net 45,,
TXN-0000421,Invoice,2024-02-23,Feb 2024,INV-762870,Paid In Full,Yes,Wonka Inc,4100,Services Revenue,Cloud services,SKU-SUP-STD,Standard Support,3.84,Month,1010.84,USD,1.0,5118.99,486.3,5605.29,5118.99,Enso US,EU-Central,Finance,SMB,Net 45,,
TXN-0000422,Invoice,2024-02-10,Feb 2024,INV-815708,Paid In Full,Yes,Cyberdyne Inc,4100,Services Revenue,Support plan,SKU-ENSO-PRO,Enso Pro License,1.0,Each,1801.44,USD,1.0,22987.57,2183.82,25171.39,22987.57,Enso UK,US-West,Finance,Internal,Net 15,,
TXN-0000423,Invoice,2024-02-05,Feb 2024,INV-985765,Open,Yes,Umbrella LLC,4200,Product Revenue,Cloud services,SKU-TRNG-01,Admin Training,1.7,Hour,1117.87,USD,1.0,12111.35,1150.58,13261.93,12111.35,Enso US,EU-Central,Marketing,Internal,Net 30,,
TXN-0000424,Bill,2024-02-03,Feb 2024,BIL-987964,Partially Paid,Yes,Oracle,6200,G&A Expense,Consulting services,SKU-ENSO-TEAM,Enso Team License,2.91,Each,1379.17,USD,1.0,13157.98,1151.32,14309.3,13157.98,Enso UK,US-West,HR,SMB,Net 15,,
TXN-0000425,Invoice,2024-02-03,Feb 2024,INV-355645,Partially Paid,Yes,Umbrella Partners,4200,Product Revenue,Cloud services,SKU-ENSO-TEAM,Enso Team License,2.9,Each,1128.54,USD,1.0,24509.47,2328.4,26837.87,24509.47,Enso UK,US-East,Finance,SMB,Due on Receipt,,
TXN-0000426,Item Receipt,2024-02-14,Feb 2024,ITE-895175,Received,Yes,HP,1200,Inventory,Consulting services,SKU-SUP-STD,Standard Support,6.35,Month,1018.06,USD,1.0,6936.07,346.8,7282.87,6936.07,Enso US,UK-South,HR,Enterprise,,,
TXN-0000427,Bank Deposit,2024-02-07,Feb 2024,BAN-645725,Deposited,Yes,Dell,1200,Inventory,Subscription,,,,,,USD,1.0,1320.1,0.0,1320.1,1320.1,Enso US,US-East,Operations,Mid-Market,,ACH,
TXN-0000428,Journal Entry,2024-02-14,Feb 2024,JOU-298141,Posted,Yes,KPMG,5100,Freight Out,Training session,,,,,,USD,1.0,24830.69,0.0,24830.69,24830.69,Enso UK,EU-Central,Operations,Mid-Market,,,
TXN-0000429,Bill,2024-02-14,Feb 2024,BIL-149688,Partially Paid,Yes,Cisco,6200,G&A Expense,Subscription,SKU-SUP-STD,Standard Support,6.92,Month,769.35,USD,1.0,657.21,32.86,690.07,657.21,Enso EU,EU-Central,Operations,Enterprise,Due on Receipt,,
TXN-0000430,Bill,2024-02-25,Feb 2024,BIL-456792,Partially Paid,Yes,KPMG,6000,Sales & Marketing,Support plan,SKU-ENSO-PRO,Enso Pro License,7.62,Each,772.15,USD,1.0,11295.65,564.78,11860.43,11295.65,Enso US,UK-South,Operations,Internal,Net 15,,
TXN-0000431,Journal Entry,2024-02-16,Feb 2024,JOU-331851,Approved,Yes,Accenture,1100,Accounts Receivable,Training session,,,,,,USD,1.0,10874.65,0.0,10874.65,10874.65,Enso US,US-West,Marketing,Enterprise,,,
TXN-0000432,Vendor Credit,2024-02-16,Feb 2024,VEN-578162,Applied,Yes,Salesforce,6200,G&A Expense,Subscription,SKU-SUP-STD,Standard Support,3.6,Month,3099.69,USD,1.0,-3615.05,0.0,-3615.05,-3615.05,Enso UK,EU-Central,Sales,Mid-Market,,,
TXN-0000433,Bill,2024-02-12,Feb 2024,BIL-124463,Paid In Full,Yes,Google Cloud,6100,R&D Expense,Subscription,SKU-SUP-STD,Standard Support,1.62,Month,805.28,USD,1.0,9606.29,480.31,10086.6,9606.29,Enso EU,EU-Central,Operations,Internal,Due on Receipt,,
TXN-0000434,Invoice,2024-02-11,Feb 2024,INV-769594,Partially Paid,Yes,Hooli LLC,4100,Services Revenue,Inventory receipt,SKU-ENSO-PRO,Enso Pro License,5.71,Each,2722.33,USD,1.0,11513.54,575.68,12089.22,11513.54,Enso EU,US-East,HR,Enterprise,Net 15,,
TXN-0000435,Invoice,2024-02-02,Feb 2024,INV-676394,Open,Yes,Cyberdyne Partners,4000,Revenue,Inventory receipt,SKU-ENSO-PRO,Enso Pro License,8.07,Each,1068.84,USD,1.0,20387.93,1783.94,22171.87,20387.93,Enso EU,UK-South,HR,Mid-Market,Net 15,,
TXN-0000436,Vendor Credit,2024-02-02,Feb 2024,VEN-414606,Open,Yes,Oracle,6100,R&D Expense,Training session,SKU-ENSO-TEAM,Enso Team License,6.92,Each,1109.47,USD,1.0,-14590.72,0.0,-14590.72,-14590.72,Enso UK,UK-South,Finance,Enterprise,,,
TXN-0000437,Expense Report,2024-02-05,Feb 2024,EXP-912602,Pending Approval,Yes,AWS,6200,G&A Expense,Hardware purchase,SKU-SUP-STD,Standard Support,3.25,Month,777.26,USD,1.0,2703.19,256.8,2959.99,2703.19,Enso UK,EU-Central,R&D,Mid-Market,,,
TXN-0000438,Bank Deposit,2024-02-09,Feb 2024,BAN-290594,Deposited,Yes,Microsoft,4000,Revenue,License renewal,,,,,,USD,1.0,3658.1,0.0,3658.1,3658.1,Enso UK,UK-South,Sales,Enterprise,,ACH,
TXN-0000439,Item Receipt,2024-02-02,Feb 2024,ITE-990839,Received,Yes,Cloudflare,1200,Inventory,Travel & meals,SKU-ENSO-TEAM,Enso Team License,8.38,Each,1278.08,USD,1.0,16596.92,0.0,16596.92,16596.92,Enso US,EU-Central,Finance,Mid-Market,,,
TXN-0000440,Item Receipt,2024-02-22,Feb 2024,ITE-622215,Received,Yes,Microsoft,1200,Inventory,Inventory receipt,SKU-ENSO-PRO,Enso Pro License,5.22,Each,1230.02,USD,1.0,17678.85,883.94,18562.79,17678.85,Enso US,US-East,Sales,SMB,,,
TXN-0000441,Bill,2024-02-09,Feb 2024,BIL-674620,Paid In Full,Yes,Deloitte,5000,COGS,Travel & meals,SKU-SUP-STD,Standard Support,4.36,Month,46.42,USD,1.0,6821.41,596.87,7418.28,6821.41,Enso EU,EU-Central,HR,Enterprise,Net 15,,
TXN-0000442,Invoice,2024-02-21,Feb 2024,INV-411457,Partially Paid,Yes,Wonka LLC,4000,Revenue,Inventory receipt,SKU-ENSO-TEAM,Enso Team License,1.0,Each,1048.36,USD,1.0,20016.01,0.0,20016.01,20016.01,Enso EU,UK-South,Marketing,Internal,Net 30,,
TXN-0000443,Credit Memo,2024-02-23,Feb 2024,CRE-334633,Open,Yes,Acme Corp,4000,Revenue,Promotion credit,SKU-ENSO-TEAM,Enso Team License,3.83,Each,2381.91,USD,1.0,-21130.72,0.0,-21130.72,-21130.72,Enso US,UK-South,Finance,Enterprise,,,
TXN-0000444,Customer Payment,2024-02-20,Feb 2024,CUS-397180,Deposited,Yes,Tyrell Inc,4000,Revenue,Hardware purchase,,,,,,USD,1.0,2404.74,0.0,2404.74,2404.74,Enso US,EU-Central,R&D,Mid-Market,,Credit Card,
TXN-0000445,Customer Payment,2024-02-26,Feb 2024,CUS-788521,Undeposited,Yes,Hooli Partners,4200,Product Revenue,Hardware purchase,,,,,,USD,1.0,17378.09,0.0,17378.09,17378.09,Enso EU,EU-Central,HR,Mid-Market,,Wire,
TXN-0000446,Vendor Payment,2024-02-19,Feb 2024,VEN-918816,Processed,Yes,Fastly,6000,Sales & Marketing,Support plan,,,,,,USD,1.0,4489.54,0.0,4489.54,4489.54,Enso UK,EU-Central,Finance,Mid-Market,,Wire,
