TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,Date,RowNum,Fraud
608813,2023-06-03 11:40:00-04:00[America/New_York],655,3552,227.16,5485203,63,2023-06-03,102,True
473491,2023-05-20 09:19:00-04:00[America/New_York],1818,7784,267.2,4267157,49,2023-05-20,402,True
67593,2023-04-08 04:23:00-04:00[America/New_York],1885,6693,143.6,620610,7,2023-04-08,486,True
473498,2023-05-20 09:20:00-04:00[America/New_York],1720,580,221.64,4267201,49,2023-05-20,612,True
135294,2023-04-15 05:22:00-04:00[America/New_York],658,8101,596.75,1228969,14,2023-04-15,725,True
135288,2023-04-15 05:21:00-04:00[America/New_York],1754,3708,47.15,1228894,14,2023-04-15,1203,True
947067,2023-07-08 15:06:00-04:00[America/New_York],3227,6000,244.3,8521569,98,2023-07-08,1727,True
270622,2023-04-29 07:35:00-04:00[America/New_York],1746,8737,355.6,2446527,28,2023-04-29,1751,True
270635,2023-04-29 07:36:00-04:00[America/New_York],1671,2951,287.95000000000005,2446586,28,2023-04-29,1933,True
608851,2023-06-03 11:42:00-04:00[America/New_York],3643,708,597.4,5485362,63,2023-06-03,2482,True
608916,2023-06-03 11:48:00-04:00[America/New_York],1731,2352,21.150000000000002,5485719,63,2023-06-03,2497,True
473633,2023-05-20 09:31:00-04:00[America/New_York],1769,197,570.15,4267883,49,2023-05-20,2610,True
947185,2023-07-08 15:18:00-04:00[America/New_York],1743,6454,81.1,8522283,98,2023-07-08,2755,True
744235,2023-06-17 13:17:00-04:00[America/New_York],1695,2868,70.7,6700634,77,2023-06-17,2805,True
203035,2023-04-22 07:08:00-04:00[America/New_York],2100,9134,217.75,1840136,21,2023-04-22,2857,True
202967,2023-04-22 07:01:00-04:00[America/New_York],4163,553,796.25,1839685,21,2023-04-22,2867,True
67727,2023-04-08 04:45:00-04:00[America/New_York],2541,8213,254.85,621952,7,2023-04-08,2945,True
744268,2023-06-17 13:20:00-04:00[America/New_York],1743,5895,15.5,6700803,77,2023-06-17,3328,True
203054,2023-04-22 07:11:00-04:00[America/New_York],2407,9266,375.09999999999997,1840308,21,2023-04-22,3353,True
744315,2023-06-17 13:23:00-04:00[America/New_York],219,8834,251.14,6700992,77,2023-06-17,3359,True
947317,2023-07-08 15:32:00-04:00[America/New_York],27,8066,282.7,8523175,98,2023-07-08,4140,True
406057,2023-05-13 09:18:00-04:00[America/New_York],3279,6660,247.7,3662280,42,2023-05-13,4585,True
406127,2023-05-13 09:25:00-04:00[America/New_York],987,6239,293.9,3662754,42,2023-05-13,4651,True
338528,2023-05-06 08:47:00-04:00[America/New_York],613,773,397.9,3055643,35,2023-05-06,5122,True
947353,2023-07-08 15:37:00-04:00[America/New_York],1777,7067,204.05,8523433,98,2023-07-08,5329,True
473819,2023-05-20 09:48:00-04:00[America/New_York],1852,5125,388.25,4268928,49,2023-05-20,5657,True
812139,2023-06-24 14:45:00-04:00[America/New_York],1118,227,392.29999999999995,7310711,84,2023-06-24,6370,True
609174,2023-06-03 12:10:00-04:00[America/New_York],1692,9065,570.25,5487035,63,2023-06-03,6379,True
744522,2023-06-17 13:42:00-04:00[America/New_York],1690,2086,200.9,6702175,77,2023-06-17,7084,True
338620,2023-05-06 08:56:00-04:00[America/New_York],1774,3238,87.10000000000001,3056185,35,2023-05-06,7294,True
406240,2023-05-13 09:36:00-04:00[America/New_York],3078,1246,519.8,3663366,42,2023-05-13,7335,True
609256,2023-06-03 12:18:00-04:00[America/New_York],1047,3402,234.81,5487494,63,2023-06-03,7558,True
812208,2023-06-24 14:51:00-04:00[America/New_York],1743,2989,32.45,7311091,84,2023-06-24,7625,True
947462,2023-07-08 15:49:00-04:00[America/New_York],3698,2555,333.9,8524149,98,2023-07-08,7849,True
338672,2023-05-06 09:02:00-04:00[America/New_York],2100,9800,264.45,3056541,35,2023-05-06,8317,True
338705,2023-05-06 09:05:00-04:00[America/New_York],1665,8387,445.75,3056714,35,2023-05-06,8644,True
541661,2023-05-27 11:01:00-04:00[America/New_York],1973,1210,291.8,4878100,56,2023-05-27,8684,True
203409,2023-04-22 07:54:00-04:00[America/New_York],1741,46,117.65,1842844,21,2023-04-22,8727,True
676945,2023-06-10 13:06:00-04:00[America/New_York],2369,7829,693.9499999999999,6095203,70,2023-06-10,8862,True
474028,2023-05-20 10:07:00-04:00[America/New_York],1827,44,342.0,4270064,49,2023-05-20,8961,True
68044,2023-04-08 05:45:00-04:00[America/New_York],4581,3944,224.18,625519,7,2023-04-08,9087,True
947599,2023-07-08 16:03:00-04:00[America/New_York],1893,4107,482.15000000000003,8525017,98,2023-07-08,9236,True
203438,2023-04-22 07:57:00-04:00[America/New_York],2148,2486,25.299999999999997,1843072,21,2023-04-22,9324,True
1015265,2023-07-15 17:56:00-04:00[America/New_York],1810,6000,186.70000000000002,9136603,105,2023-07-15,9535,True
203471,2023-04-22 08:01:00-04:00[America/New_York],1664,8325,229.05,1843273,21,2023-04-22,9564,True
338852,2023-05-06 09:20:00-04:00[America/New_York],1,5,273.6,3057616,35,2023-05-06,9974,True
203420,2023-04-22 07:55:00-04:00[America/New_York],4253,9346,733.8,1842936,21,2023-04-22,10084,True
553,2023-04-01 03:55:00-04:00[America/New_York],1885,275,152.89999999999998,14112,0,2023-04-01,10205,True
541762,2023-05-27 11:11:00-04:00[America/New_York],1743,6896,90.85000000000001,4878683,56,2023-05-27,10404,True
203559,2023-04-22 08:11:00-04:00[America/New_York],1654,1600,22.400000000000002,1843860,21,2023-04-22,10940,True
1015355,2023-07-15 18:14:00-04:00[America/New_York],2220,2260,306.6,9137688,105,2023-07-15,11078,True
135922,2023-04-15 06:56:00-04:00[America/New_York],1735,4941,631.75,1234560,14,2023-04-15,11216,True
474234,2023-05-20 10:26:00-04:00[America/New_York],359,6401,231.55,4271180,49,2023-05-20,11401,True
271236,2023-04-29 08:37:00-04:00[America/New_York],1694,9517,319.85,2450221,28,2023-04-29,11504,True
677129,2023-06-10 13:21:00-04:00[America/New_York],1757,4137,94.60000000000001,6096063,70,2023-06-10,11521,True
406559,2023-05-13 10:05:00-04:00[America/New_York],1165,2942,221.17,3665131,42,2023-05-13,11648,True
677185,2023-06-10 13:26:00-04:00[America/New_York],1713,8364,624.4,6096395,70,2023-06-10,12086,True
1015398,2023-07-15 18:22:00-04:00[America/New_York],2578,4972,452.5,9138133,105,2023-07-15,12316,True
812493,2023-06-24 15:19:00-04:00[America/New_York],2110,2883,471.95,7312764,84,2023-06-24,12383,True
880110,2023-07-01 15:40:00-04:00[America/New_York],4227,4910,245.5,7918819,91,2023-07-01,13388,True
271428,2023-04-29 08:56:00-04:00[America/New_York],139,3737,419.95,2451379,28,2023-04-29,13697,True
677281,2023-06-10 13:35:00-04:00[America/New_York],1733,2103,71.8,6096918,70,2023-06-10,13723,True
677263,2023-06-10 13:33:00-04:00[America/New_York],2291,1973,51.95,6096802,70,2023-06-10,13724,True
203729,2023-04-22 08:27:00-04:00[America/New_York],3219,1103,228.17,1844866,21,2023-04-22,14563,True
68476,2023-04-08 06:48:00-04:00[America/New_York],1885,4163,121.05000000000001,629313,7,2023-04-08,14599,True
271413,2023-04-29 08:54:00-04:00[America/New_York],2321,4836,208.15,2451274,28,2023-04-29,14690,True
203807,2023-04-22 08:36:00-04:00[America/New_York],1273,6787,365.15,1845416,21,2023-04-22,14742,True
406743,2023-05-13 10:21:00-04:00[America/New_York],1694,4102,160.65,3666112,42,2023-05-13,14826,True
406746,2023-05-13 10:22:00-04:00[America/New_York],2219,2975,77.15,3666123,42,2023-05-13,14988,True
812659,2023-06-24 15:35:00-04:00[America/New_York],1690,327,256.25,7313746,84,2023-06-24,15203,True
1015625,2023-07-15 19:01:00-04:00[America/New_York],2315,555,637.4,9140463,105,2023-07-15,15670,True
1015670,2023-07-15 19:09:00-04:00[America/New_York],2578,9351,390.5,9140990,105,2023-07-15,16445,True
812787,2023-06-24 15:50:00-04:00[America/New_York],1710,3131,76.85,7314651,84,2023-06-24,16900,True
406875,2023-05-13 10:31:00-04:00[America/New_York],1765,3823,329.79999999999995,3666680,42,2023-05-13,16909,True
68642,2023-04-08 07:11:00-04:00[America/New_York],1624,5919,749.0,630685,7,2023-04-08,17129,True
880378,2023-07-01 16:08:00-04:00[America/New_York],3782,3465,234.18,7920501,91,2023-07-01,17316,True
339221,2023-05-06 09:52:00-04:00[America/New_York],4198,6637,571.05,3059545,35,2023-05-06,18050,True
271653,2023-04-29 09:18:00-04:00[America/New_York],2844,3280,277.95000000000005,2452708,28,2023-04-29,18786,True
677565,2023-06-10 14:01:00-04:00[America/New_York],2417,5911,62.9,6098460,70,2023-06-10,18849,True
745260,2023-06-17 14:52:00-04:00[America/New_York],1639,5605,25.049999999999997,6706359,77,2023-06-17,19060,True
204106,2023-04-22 09:08:00-04:00[America/New_York],904,454,220.82,1847294,21,2023-04-22,19380,True
136439,2023-04-15 07:53:00-04:00[America/New_York],1876,3220,77.15,1238027,14,2023-04-15,19567,True
407106,2023-05-13 10:52:00-04:00[America/New_York],300,2483,590.45,3667968,42,2023-05-13,19755,True
136445,2023-04-15 07:53:00-04:00[America/New_York],2161,4886,42.699999999999996,1238035,14,2023-04-15,19825,True
677648,2023-06-10 14:08:00-04:00[America/New_York],1961,7629,350.4,6098889,70,2023-06-10,19904,True
271736,2023-04-29 09:25:00-04:00[America/New_York],2583,6754,567.0,2453159,28,2023-04-29,20025,True
1188,2023-04-01 06:02:00-04:00[America/New_York],1885,4173,65.85,21722,0,2023-04-01,20423,True
474753,2023-05-20 11:10:00-04:00[America/New_York],1632,8959,273.85,4273835,49,2023-05-20,20448,True
204172,2023-04-22 09:15:00-04:00[America/New_York],1754,2347,41.25,1847742,21,2023-04-22,20913,True
271837,2023-04-29 09:34:00-04:00[America/New_York],1835,9121,300.2,2453697,28,2023-04-29,21072,True
948307,2023-07-08 17:31:00-04:00[America/New_York],2781,2601,235.6,8530296,98,2023-07-08,21228,True
880704,2023-07-01 16:47:00-04:00[America/New_York],1844,6792,204.4,7922857,91,2023-07-01,21448,True
610103,2023-06-03 13:30:00-04:00[America/New_York],1820,8849,139.85,5491847,63,2023-06-03,21521,True
948295,2023-07-08 17:29:00-04:00[America/New_York],4928,437,239.87,8530199,98,2023-07-08,21883,True
745422,2023-06-17 15:10:00-04:00[America/New_York],2369,9012,456.9,6707415,77,2023-06-17,22054,True
880754,2023-07-01 16:52:00-04:00[America/New_York],1948,1522,748.5,7923149,91,2023-07-01,22183,True
204261,2023-04-22 09:23:00-04:00[America/New_York],1898,3993,158.3,1848189,21,2023-04-22,22318,True
880712,2023-07-01 16:48:00-04:00[America/New_York],3698,3655,595.65,7922935,91,2023-07-01,22551,True
542524,2023-05-27 12:15:00-04:00[America/New_York],1720,2193,362.70000000000005,4882541,56,2023-05-27,22624,True
271927,2023-04-29 09:43:00-04:00[America/New_York],2844,2720,308.0,2454190,28,2023-04-29,23041,True
880854,2023-07-01 17:06:00-04:00[America/New_York],1948,6985,530.65,7923960,91,2023-07-01,23800,True
542599,2023-05-27 12:22:00-04:00[America/New_York],1774,9686,146.1,4882975,56,2023-05-27,23817,True
880882,2023-07-01 17:09:00-04:00[America/New_York],1609,4802,509.3,7924196,91,2023-07-01,24069,True
1016200,2023-07-15 21:23:00-04:00[America/New_York],1613,1636,253.59,9148989,105,2023-07-15,24258,True
1016192,2023-07-15 21:18:00-04:00[America/New_York],1670,6879,556.1999999999999,9148729,105,2023-07-15,24354,True
745589,2023-06-17 15:27:00-04:00[America/New_York],2112,4552,244.54999999999998,6708461,77,2023-06-17,24656,True
880965,2023-07-01 17:23:00-04:00[America/New_York],1761,3986,98.0,7924994,91,2023-07-01,25351,True
204504,2023-04-22 09:48:00-04:00[America/New_York],357,485,471.5,1849686,21,2023-04-22,25463,True
136821,2023-04-15 08:34:00-04:00[America/New_York],1877,9498,310.39,1240464,14,2023-04-15,25688,True
69251,2023-04-08 08:22:00-04:00[America/New_York],27,931,249.25,634939,7,2023-04-08,26066,True
1016317,2023-07-15 22:03:00-04:00[America/New_York],1855,3398,55.35,9151388,105,2023-07-15,26560,True
1599,2023-04-01 07:00:00-04:00[America/New_York],2170,2226,420.25,25214,0,2023-04-01,27130,True
136931,2023-04-15 08:46:00-04:00[America/New_York],1648,9388,373.7,1241163,14,2023-04-15,27413,True
272151,2023-04-29 10:05:00-04:00[America/New_York],4253,3380,672.8,2455544,28,2023-04-29,27495,True
272237,2023-04-29 10:12:00-04:00[America/New_York],2270,4918,211.85,2455941,28,2023-04-29,27718,True
339901,2023-05-06 10:49:00-04:00[America/New_York],1999,2630,396.75,3062943,35,2023-05-06,27936,True
272258,2023-04-29 10:14:00-04:00[America/New_York],2092,9319,303.2,2456062,28,2023-04-29,27978,True
678185,2023-06-10 14:55:00-04:00[America/New_York],1911,1037,189.4,6101752,70,2023-06-10,28273,True
610523,2023-06-03 14:07:00-04:00[America/New_York],2141,9736,277.45,5494052,63,2023-06-03,28395,True
610611,2023-06-03 14:14:00-04:00[America/New_York],79,9288,637.35,5494473,63,2023-06-03,28466,True
610553,2023-06-03 14:09:00-04:00[America/New_York],1822,686,138.1,5494196,63,2023-06-03,28472,True
339887,2023-05-06 10:47:00-04:00[America/New_York],3808,1647,280.75,3062860,35,2023-05-06,28512,True
272326,2023-04-29 10:19:00-04:00[America/New_York],1671,8512,194.8,2456395,28,2023-04-29,28920,True
204745,2023-04-22 10:08:00-04:00[America/New_York],1831,3843,527.05,1850936,21,2023-04-22,30075,True
745942,2023-06-17 16:03:00-04:00[America/New_York],1961,652,253.64999999999998,6710611,77,2023-06-17,30186,True
204770,2023-04-22 10:11:00-04:00[America/New_York],1671,9607,324.45,1851092,21,2023-04-22,30401,True
407782,2023-05-13 11:48:00-04:00[America/New_York],254,4669,259.8,3671337,42,2023-05-13,30652,True
272420,2023-04-29 10:27:00-04:00[America/New_York],2059,5774,135.29999999999998,2456871,28,2023-04-29,30687,True
475357,2023-05-20 12:04:00-04:00[America/New_York],3860,6286,345.6,4277070,49,2023-05-20,31294,True
948939,2023-07-08 19:12:00-04:00[America/New_York],3376,4659,310.1,8536370,98,2023-07-08,31414,True
475447,2023-05-20 12:10:00-04:00[America/New_York],1672,556,1139.15,4277423,49,2023-05-20,31513,True
881350,2023-07-01 18:16:00-04:00[America/New_York],2161,3825,255.95,7928163,91,2023-07-01,32071,True
949043,2023-07-08 19:31:00-04:00[America/New_York],1690,4471,160.39999999999998,8537501,98,2023-07-08,32187,True
881393,2023-07-01 18:22:00-04:00[America/New_York],1636,367,362.5,7928533,91,2023-07-01,32268,True
137250,2023-04-15 09:20:00-04:00[America/New_York],1639,6670,23.2,1243208,14,2023-04-15,32426,True
813659,2023-06-24 17:36:00-04:00[America/New_York],4910,3368,254.2,7320979,84,2023-06-24,32489,True
1016713,2023-07-16 01:59:00-04:00[America/New_York],2121,7006,433.1,9165543,106,2023-07-16,32730,True
272565,2023-04-29 10:39:00-04:00[America/New_York],1890,8238,59.2,2457574,28,2023-04-29,32907,True
813793,2023-06-24 17:56:00-04:00[America/New_York],2077,8506,34.300000000000004,7322182,84,2023-06-24,33307,True
