Transaction ID,Type,Date,Period,Document Number,Status,Posting,Entity,Account Number,Account Name,Memo,Item,Item Description,Quantity,Unit of Measure,Unit Price,Currency,Exchange Rate to USD,Amount (Foreign),Tax Amount (Foreign),Net Amount (Foreign),Amount (USD),Subsidiary,Location,Department,Class,Terms,Payment Method,Created From
TXN-0002066,Customer Payment,2024-05-16,May 2024,CUS-485874,Undeposited,Yes,Umbrella LLC,4200,Product Revenue,Monthly charge,,,,,,USD,1.0,3430.95,0.0,3430.95,3430.95,Enso UK,US-West,Finance,Internal,,Wire,
TXN-0002067,Vendor Payment,2024-05-12,May 2024,VEN-376092,Processed,Yes,Fastly,5000,COGS,Consulting services,,,,,,EUR,1.09,6444.61,0.0,6444.61,7024.62,Enso US,UK-South,Sales,SMB,,Check,
TXN-0002068,Bill,2024-05-24,May 2024,BIL-474332,Paid In Full,Yes,Oracle,6100,R&D Expense,Subscription,SKU-TRNG-01,Admin Training,2.84,Hour,938.95,GBP,1.27,9608.01,840.7,10448.71,12202.17,Enso UK,EU-Central,HR,Enterprise,Net 45,,
TXN-0002069,Bill,2024-05-18,May 2024,BIL-588085,Partially Paid,Yes,Cloudflare,6200,G&A Expense,Consulting services,SKU-ENSO-TEAM,Enso Team License,1.29,Each,654.2,USD,1.0,6255.28,547.34,6802.62,6255.28,Enso US,US-East,HR,SMB,Net 30,,
TXN-0002070,Customer Payment,2024-05-18,May 2024,CUS-449641,Deposited,Yes,Globex LLC,4200,Product Revenue,Promotion credit,,,,,,USD,1.0,3153.91,0.0,3153.91,3153.91,Enso UK,EU-Central,R&D,Internal,,ACH,
TXN-0002071,Bill,2024-05-14,May 2024,BIL-855937,Partially Paid,Yes,AWS,6100,R&D Expense,Training session,SKU-ENSO-TEAM,Enso Team License,6.64,Each,1099.9,USD,1.0,14605.64,730.28,15335.92,14605.64,Enso US,UK-South,Sales,Enterprise,Net 30,,
TXN-0002072,Item Receipt,2024-05-10,May 2024,ITE-380440,Received,Yes,Accenture,1200,Inventory,Subscription,SKU-SUP-PREM,Premium Support,1.79,Month,1728.62,USD,1.0,13480.81,1179.57,14660.38,13480.81,Enso UK,US-West,Finance,Internal,,,
TXN-0002073,Expense Report,2024-05-19,May 2024,EXP-202787,Paid,Yes,Cisco,6000,Sales & Marketing,Monthly charge,SKU-SUP-PREM,Premium Support,10.12,Month,1649.31,USD,1.0,1100.77,0.0,1100.77,1100.77,Enso UK,US-East,R&D,Mid-Market,,,
TXN-0002074,Cash Sale,2024-05-14,May 2024,CAS-103179,Paid,Yes,Acme Corp,4100,Services Revenue,Travel & meals,SKU-SUP-PREM,Premium Support,3.11,Month,1330.85,USD,1.0,24574.8,2150.29,26725.09,24574.8,Enso UK,EU-Central,R&D,SMB,,Credit Card,
TXN-0002075,Invoice,2024-05-17,May 2024,INV-896313,Paid In Full,Yes,Umbrella Inc,4100,Services Revenue,Training session,SKU-SUP-PREM,Premium Support,5.15,Month,1494.47,USD,1.0,14912.39,0.0,14912.39,14912.39,Enso EU,US-West,Operations,Mid-Market,Net 30,,
TXN-0002076,Credit Memo,2024-05-25,May 2024,CRE-568175,Applied,Yes,Massive Dynamic Inc,4200,Product Revenue,Inventory receipt,SKU-ENSO-PRO,Enso Pro License,2.54,Each,2223.75,USD,1.0,-5129.73,0.0,-5129.73,-5129.73,Enso EU,UK-South,Operations,Mid-Market,,,
TXN-0002077,Invoice,2024-05-26,May 2024,INV-369379,Open,Yes,Hooli Partners,4100,Services Revenue,Cloud services,SKU-SUP-STD,Standard Support,5.23,Month,467.01,USD,1.0,17300.93,0.0,17300.93,17300.93,Enso EU,US-West,R&D,Internal,Net 15,,
TXN-0002078,Bank Deposit,2024-05-23,May 2024,BAN-226876,Deposited,Yes,Dell,1100,Accounts Receivable,Hardware purchase,,,,,,USD,1.0,4531.62,0.0,4531.62,4531.62,Enso US,US-East,Finance,Enterprise,,Credit Card,
TXN-0002079,Invoice,2024-05-16,May 2024,INV-363925,Open,Yes,Cyberdyne Partners,4200,Product Revenue,Hardware purchase,SKU-SUP-STD,Standard Support,6.23,Month,320.26,USD,1.0,8680.88,0.0,8680.88,8680.88,Enso UK,US-East,Operations,SMB,Net 15,,
TXN-0002080,Customer Payment,2024-05-26,May 2024,CUS-151735,Deposited,Yes,Globex LLC,4000,Revenue,Cloud services,,,,,,USD,1.0,16567.46,0.0,16567.46,16567.46,Enso US,US-West,R&D,SMB,,Check,
TXN-0002081,Journal Entry,2024-05-03,May 2024,JOU-688199,Approved,Yes,Salesforce,1100,Accounts Receivable,Consulting services,,,,,,USD,1.0,39522.91,0.0,39522.91,39522.91,Enso EU,US-East,R&D,Mid-Market,,,
TXN-0002082,Bill,2024-05-30,May 2024,BIL-604574,Paid In Full,Yes,Cloudflare,5000,COGS,Consulting services,SKU-TRNG-01,Admin Training,1.0,Hour,661.88,USD,1.0,316.88,30.1,346.98,316.88,Enso EU,EU-Central,R&D,Internal,Net 30,,
TXN-0002083,Expense Report,2024-05-08,May 2024,EXP-288628,Paid,Yes,HP,6100,R&D Expense,Travel & meals,SKU-ENSO-PRO,Enso Pro License,4.71,Each,1398.41,USD,1.0,11493.47,574.67,12068.14,11493.47,Enso US,US-West,Finance,Mid-Market,,,
TXN-0002084,Invoice,2024-05-01,May 2024,INV-685561,Open,Yes,Aperture Inc,4200,Product Revenue,License renewal,SKU-SUP-PREM,Premium Support,4.11,Month,858.99,USD,1.0,23469.54,2053.58,25523.12,23469.54,Enso UK,EU-Central,Sales,SMB,Net 15,,
TXN-0002085,Customer Payment,2024-05-25,May 2024,CUS-267954,Deposited,Yes,Pied Piper Corp,4000,Revenue,Support plan,,,,,,USD,1.0,8376.58,0.0,8376.58,8376.58,Enso EU,US-West,Operations,Enterprise,,ACH,
TXN-0002086,Item Receipt,2024-05-06,May 2024,ITE-519966,Received,Yes,Cisco,1200,Inventory,Inventory receipt,SKU-TRNG-01,Admin Training,9.42,Hour,1321.93,USD,1.0,8848.35,0.0,8848.35,8848.35,Enso UK,US-East,HR,Internal,,,
TXN-0002087,Vendor Payment,2024-05-13,May 2024,VEN-659516,Processed,Yes,Cloudflare,5000,COGS,Support plan,,,,,,USD,1.0,2463.63,0.0,2463.63,2463.63,Enso US,US-East,HR,Enterprise,,ACH,
